date_time,demand,scaled_temp,forecast,base_forecasts
2021-01-01 00:00:00,24109.25,-1.1513297805430152,25630.091792532072,25554.06277762934
2021-01-01 01:00:00,23848.17,-1.076581352757225,24608.96162832525,24430.7927201206
2021-01-01 02:00:00,23706.82,-1.076581352757225,24418.417160415986,24079.38731107078
2021-01-01 03:00:00,23577.5,-1.026749067566698,24104.659520942387,23714.99585663393
2021-01-01 04:00:00,23647.9,-1.0101383058365225,23879.24199914842,23540.120775429743
2021-01-01 05:00:00,24057.57,-1.035054448431786,24300.29483791489,23854.04132878054
2021-01-01 06:00:00,24622.87,-1.2260782083288055,25831.399007192256,25464.85981135757
2021-01-01 07:00:00,25484.64,-1.2426889700589812,27581.499933715466,27656.628096964156
2021-01-01 08:00:00,26012.44,-1.1014974953524885,28081.993751002123,28313.42466630597
2021-01-01 09:00:00,26027.81,-1.0018329249714346,27702.26739427747,27788.489778843857
2021-01-01 10:00:00,25555.38,-0.8772522119951176,27558.180591869947,26876.979805394167
2021-01-01 11:00:00,25090.27,-0.819114545939503,27213.54956258919,26344.014114756483
2021-01-01 12:00:00,24714.52,-0.769282260748976,26924.301097830616,25928.01328807002
2021-01-01 13:00:00,24609.58,-0.7526714990188005,26897.048060041852,25772.521768792176
2021-01-01 14:00:00,24624.48,-0.7526714990188005,27022.02993605279,25563.37077428332
2021-01-01 15:00:00,24614.47,-0.769282260748976,26854.515725608107,25344.660708658143
2021-01-01 16:00:00,25304.62,-0.7775876416140639,27125.922617738623,25784.53788041339
2021-01-01 17:00:00,26755.25,-0.8025037842093272,27790.05781472662,27121.297846210822
2021-01-01 18:00:00,27305.92,-0.819114545939503,28169.58643736103,27878.701894791044
2021-01-01 19:00:00,26714.24,-0.8274199268045908,27548.76414742162,27527.360893864232
2021-01-01 20:00:00,26071.36,-0.8440306885347663,26782.528660346925,27122.525592602793
2021-01-01 21:00:00,25729.81,-0.8357253076696786,26257.95480098837,26441.74982325216
2021-01-01 22:00:00,24998.09,-0.8440306885347663,26012.634721684964,25762.604667089603
2021-01-01 23:00:00,24168.41,-0.8523360693998542,25218.364820306095,24761.528339206503
2021-01-02 00:00:00,23497.11,-0.8938629737252932,24162.13754574668,23656.08891058811
2021-01-02 01:00:00,23156.64,-0.9686114015110834,23900.47278943693,23483.510819047075
2021-01-02 02:00:00,23165.1,-0.985222163241259,23972.891218371376,23438.039262864684
2021-01-02 03:00:00,23321.88,-0.9935275441063469,23789.947725787722,23383.307174452882
2021-01-02 04:00:00,23448.96,-0.9686114015110834,23945.708016136272,23354.861125068855
2021-01-02 05:00:00,23830.0,-0.9520006397809079,24064.929573684392,23411.551873633776
2021-01-02 06:00:00,24467.87,-1.0184436867016105,25003.277083884994,24320.70696355431
2021-01-02 07:00:00,25468.7,-1.0433598292968738,24938.17046334818,24923.8598852024
2021-01-02 08:00:00,26364.89,-1.0599705910270494,25751.30012368135,25723.466347975165
2021-01-02 09:00:00,26897.25,-1.068275971892137,26297.57466090206,26076.891990708235
2021-01-02 10:00:00,27102.56,-1.0599705910270494,27049.694930556867,26085.57083715682
2021-01-02 11:00:00,27106.24,-1.0184436867016105,27039.208829450334,25850.615759143817
2021-01-02 12:00:00,27038.26,-0.9603060206459957,26746.919494971335,25460.0389903967
2021-01-02 13:00:00,26367.29,-0.8606414502649419,26786.0865022738,25017.36836341985
